<<<<<<< HEAD
²£«~¥N¸¹,¼tµP,«~¦W,¸Ô²Ó,³æ»ù,Åé¿n,­«¶q,ºØÃş½s¸¹,ºØÃş
12-192,§»¨È,77¦³À`'sÂùÀ`«Â¤Æ,210g/²°,69,2646.875,210,L5,¹s­¹
12-193,§»¨È,77·s¶Q¬£ªá¥Í,144g/¥],39,1100,114,L5,¹s­¹
12-194,§»¨È,77·s¶Q¬£¥©§J¤Oªá¥Í18¶ô,288g/²°,59,2280,288,L5,¹s­¹
12-195,§»¨È,»eÄõ¿Õ·¬¿}¸²µå,138¤½§J/²°,59,2520,138,L5,¹s­¹
12-196,§»¨È,»eÄõ¿Õ¾J¶Â¤d¼h,156¤½§J/²°,59,2520,156,L5,¹s­¹
12-197,§»¨È,77»eÄõ¿Õ-ÃP¶ğ,192g/²°,59,2152.5,192,L5,¹s­¹
12-198,§»¨È,77»eÄõ¿Õ-§ö¤¯¤d¼h,144g/²°,59,2520,144,L5,¹s­¹
12-199,§»¨È,77 »eÄõ¿Õ,128¤½§J/¥],42,1440,128,L5,¹s­¹
12-200,¨Ä¨Ä,§¨¤ß³J¿|-Âû³J¤û¥¤,180g/²°,72,3064.75,180,L5,¹s­¹
12-201,¶ø§Q¶ø,¥©¤ß³J¿|,160g/²°,72,858,160,L5,¹s­¹
12-202,¶ø§Q¶ø,¥©¤ß³J¿|,149g/²°,72,1462.5,149,L5,¹s­¹
12-203,·sªF¶§,»ñ±ù¶p,200g/²°,49,968.625,200,L5,¹s­¹
12-204,¸q¬ü,»ñ±ù¶p12¤J,168g/²°,49,968.625,168,L5,¹s­¹
12-205,¸q¬ü,¥©§J¤O¤pªwªÜ,171g/²°,66,3082.75,171,L5,¹s­¹
12-206,¸q¬ü,©@°Ø¤pªwªÜ,171g/²°,73,3082.75,171,L5,¹s­¹
12-207,¸q¬ü,ÂfÂc¤pªwªÜ,171g/²°,70,3082.75,171,L5,¹s­¹
12-208,¸q¬ü,Âû³J¥¬¤B¤pªwªÜ,171g/²°,70,3082.75,171,L5,¹s­¹
12-209,¸q¬ü,­»¯ó¥©§J¤O¤pªwªÜ,171g/²°,70,3082.75,171,L5,¹s­¹
12-210,¸q¬ü,¯ó²ù¤pªwªÜ,171g/²°,70,3082.75,171,L5,¹s­¹
12-211,¸q¬ü,¤û¥¤¤pªwªÜ,171g/²°,70,3082.75,171,L5,¹s­¹
12-212,²±­»¬Ã,¸g¨å©@°ØÁ¡¶p,180g/²°,59,2205,180,L5,¹s­¹
12-213,¸q¬ü,¯ó²ùªkÄõ¶p,90g/²°,53,2265.25,90,L5,¹s­¹
12-214,¸q¬ü,¤û¥¤ªkÄõ¶p,90g/²°,53,2265.25,90,L5,¹s­¹
12-215,¸q¬ü,¥©§J¤OªkÄõ¶p,90g/²°,53,2265.25,90,L5,¹s­¹
12-216,Kid-O¤é²M,¥¤ªoÂfÂc¤T©úªv,120g/³U,39,550,120,L5,¹s­¹
12-217,Kid-O¤é²M,¥©§J¤O¤T©úªv,120g/³U,39,550,120,L5,¹s­¹
12-218,RITZ,ÄR´ş­»¯ó§¨¤ß»æ°®,261g/²°,90,1200,261,L5,¹s­¹
12-219,RITZ,ÄR´ş°_¤h§¨¤ß»æ°®,261g/²°,89,1200,261,L5,¹s­¹
12-220,RITZ,ÄR´şÂfÂc¤T©úªv»æ°®¶q³c¥],261g/²°,85,1200,261,L5,¹s­¹
12-221,Yu-ki,¥©§J¤O§¨¤ß»æ,150g/²°,47,1551,150,L5,¹s­¹
12-222,Yu-ki,ªá¥Í§¨¤ß»æ,150g,47,1551,150,L5,¹s­¹
12-223,Yu-ki,°_¥q§¨¤ß»æ,150g/²°,47,1551,150,L5,¹s­¹
12-224,Yu-ki,ÂfÂc§¨¤ß»æ,150g/²°,49,1551,150,L5,¹s­¹
12-225,§»¨È,77¤û¥¤¥©µá´µ,400g/¥],69,2400,400,L5,¹s­¹
12-226,©_¤ñ¼Ö,ªá¥Í§¨¤ß»æ°®,135g/¥],35,700,135,L5,¹s­¹
12-227,©_¤ñ¼Ö,­»¯ó§¨¤ß»æ°®,135g/¥],39,700,135,L5,¹s­¹
12-228,©_¤ñ¼Ö,°_¥q§¨¤ß»æ°®,135g/¥],39,700,135,L5,¹s­¹
12-229,²±­»¬Ã,¥©§J¶p-ºî¦X¤f¨ı,180g/²°,55,2772,180,L5,¹s­¹
12-230,¶ø§Q¶ø,¤T©úªv­ì¨ıÀH¤â¥] 9¤J,264.6g/²°,79,952,264.6,L5,¹s­¹
12-231,¶ø§Q¶ø,¥©§J¤O§¨¤ß¤T©úªv»æ°®,411g/²°,93,1470,411,L5,¹s­¹
12-232,¶ø§Q¶ø,¥©§J¤O§¨¤ßÀH¤â¥]9¤J,264.6g/²°,79,952,264.6,L5,¹s­¹
12-233,¶ø§Q¶ø,¦B²N²O­»¾í¤T©úªv»æ°®,411g/²°,93,1470,411,L5,¹s­¹
12-234,¶ø§Q¶ø,¦B²N²OÂÅ²ù¤T©úªv»æ°®,411g/²°,99,1470,411,L5,¹s­¹
12-235,¶ø§Q¶ø,ª÷©_¤T©úªv»æ°® ÀH¤â¥] 9¤J,264.6g/²°,79,1050,264.6,L5,¹s­¹
12-236,¶ø§Q¶ø,«Â¤Æ§¨¤ß¶p¶q³c¥]-¥©§J¤O,260g/²°,79,1656,260,L5,¹s­¹
12-237,¶ø§Q¶ø,«Â¤Æ§¨¤ß¶p¶q³c¥]-­»¯ó,260g/²°,79,1656,260,L5,¹s­¹
12-238,¶ø§Q¶ø,¬ü¨ıÂù¤ß¥©§J¤O¤T©úªv»æ°®,411g/²°,93,1317.5,411,L5,¹s­¹
12-239,¶ø§Q¶ø,­»¯ó¤T©úªv»æ°®,411g/²°,89,1317.5,411,L5,¹s­¹
12-240,¶ø§Q¶ø,¯ó²ù§¨¤ß¤T©úªv»æ°®,411g/²°,93,1317.5,411,L5,¹s­¹
12-241,¶ø§Q¶ø,²M²¢§¨¤ß ÀH¤â¥] 9¤J,264.6g/²°,79,1050,264.6,L5,¹s­¹
12-242,¶ø§Q¶ø,¶ø§Q¶ø¤T©úªv¯ó²ùÀH¤â¥] 9¤J,264.6g/²°,79,1050,264.6,L5,¹s­¹
12-243,¶ø§Q¶ø,»´²¢§¨¤ß¤T©úªv»æ°®,411g/²°,99,1470,411,L5,¹s­¹
12-244,¸q¬ü,¥©§J¤O§¨¤ß¶p,400g/¥],85,2760,400,L5,¹s­¹
12-245,¸q¬ü,ªá¥Í§¨¤ß¶p,400g/¥],85,2760,400,L5,¹s­¹
12-246,¸q¬ü,¬ü¨ıÁ¡»æ§¨¤ß-°_¥q,144¤½§J/²°,52,1518,144,L5,¹s­¹
12-247,¸q¬ü,¬ü¨ıÁ¡»æ§¨¤ß-ÂfÂc­·¨ı,144¤½§J/²°,52,1518,144,L5,¹s­¹
12-248,¸q¬ü,­»¨¡§¨¤ß¶p,400g/¥],85,2760,400,L5,¹s­¹
12-249,¸q¬ü,­»¯ó¤û¥¤§¨¤ß¶p,400g/¥],85,2760,400,L5,¹s­¹
12-250,¸q¬ü,¯ó²ù§¨¤ß¶p,400g/¥],85,2760,400,L5,¹s­¹
12-251,¸q¬ü,·s®ö¬£¤û¥¤¥©§J¤O,256g/²°,69,2600,256,L5,¹s­¹
12-252,¸q¬ü,·s®ö¬£¶Â¥©§J¤O,256g/²°,69,2600,256,L5,¹s­¹
12-253,¸q¬ü,ÂfÂc§¨¤ß¶p,400g/¥],85,2760,400,L5,¹s­¹
12-254,ÀuÀs,ACE§¨¤ß»æ°®-°_¥q,125¤½§J/²°,50,1382.975,125,L5,¹s­¹
12-255,ÀuÀs,ACE´£©Ô¦ÌÄ¬§¨¤ß»æ°®,125g/²°,50,1382.975,125,L5,¹s­¹
12-256,LOTTE¼Ö¤Ñ,¤pºµ»æ°®-¶W­È¬ü¨ı²Õ¦X,37g²°,27,661.5,37,L5,¹s­¹
12-257,LOTTE¼Ö¤Ñ,¤pºµ»æ°g§A¥]-¥©§J¤O¤f¨ı,126g/²°,109,1795.5,126,L5,¹s­¹
12-258,²±­»¬Ã,¥©§J¤O¯Ü»æ,180g/²°,65,2205,180,L5,¹s­¹
12-259,¥i¤f,¤p¥Ê§b¯Ü²Ã¶p-¤û¥¤¤f¨ı,210g/²°,61,1963.5,210,L5,¹s­¹
12-260,¥i¤f,¤p¥Ê§b¯Ü²Ã¶p¯ó²ù¶q³c¥],210g/²°,61,1963.5,210,L5,¹s­¹
12-261,²±­»¬Ã,±²¤ß¶pºdªG¥©§J¤O,200¤½§J/²°,49,2150.5,200,L5,¹s­¹
12-262,¤Õ³¶,±²¤ß»æ-¯ó²ù¥¤©õ,189g/²°,59,2281.5,189,L5,¹s­¹
12-263,¸q¬ü,¥©§J¤O¨÷¶q³c²°-«n¬v­»¨¡,273g/²°,82,2762.5,273,L5,¹s­¹
12-264,¸q¬ü,¤û¥¤¨÷-¥©§J¤O,215g/²°,75,2178,215,L5,¹s­¹
12-265,¨Ä¨Ä,¤Õ³¶±²¤ß»æ-ªüÂÄ©i¥¤¯ù,63¤½§J*3¥] / ²°,59,2281.5,189,L5,¹s­¹
12-266,¸q¬ü,¯ó²ùÂA¨Å¨÷,215g/²°,78,2178,215,L5,¹s­¹
12-267,¸q¬ü,©@°ØÂA¨Å¨÷,215g/²°,79,2178,215,L5,¹s­¹
12-268,²±­»¬Ã,±²¤ß¶p¯ó²ù,200g/²°,59,2150.5,200,L5,¹s­¹
12-269,¸q¬ü,¥©§J¤O¨÷¶q³c²°-ªk¦¡¥¬¤B,273g/²°,79,2762.5,273,L5,¹s­¹
12-270,¨Ä¨Ä,¤Õ³¶±²¤ß»æ-¥©§J¤O,63g*3¥]/²°,56,2281.5,189,L5,¹s­¹
12-271,¨Ä¨Ä,¤Õ³¶±²¤ß»æ-Âû³J¥¬¤B,63g*3¥]/²°,56,2281.5,189,L5,¹s­¹
12-272,¨Ä¨Ä,¤Õ³¶±²¤ß»æ-©@°Ø,63g*3¥]/²°,56,2281.5,189,L5,¹s­¹
12-273,²±­»¬Ã,®³ÅK©@°Ø¯Ü±²,210g/²°,72,2793,210,L5,¹s­¹
12-274,³ß¦~¨Ó,­ì¨ı³J±²¤À¨É¥],128g/²°,42,1575,128,L5,¹s­¹
12-275,¸q¬ü,¥¤ªo³J¨÷,180g/²°,79,2530,180,L5,¹s­¹
12-276,³ß¦~¨Ó,ªÛ³Â³J±²¤À¨É¥],128g/²°,45,1575,128,L5,¹s­¹
12-277,²±­»¬Ã,¤é¦¡¿N¨÷ ªÛ³Â,148g/²°,57,2408.25,148,L5,¹s­¹
12-278,²±­»¬Ã,¤é¦¡¿N¨÷ µµµæ,140g/²°,57,2408.25,140,L5,¹s­¹
12-279,³ß¦~¨Ó,ªÛ³Â³J±²¸gÀÙ¥],192g/²°,69,2231.25,192,L5,¹s­¹
12-280,³ß¦~¨Ó,­ì¨ı³J±²¸gÀÙ¥],192g/²°,69,2231.25,192,L5,¹s­¹
12-281,¸q¬ü,­ì¨ı¤p³J¨÷,114¤½§J/²°,48,2231.25,114,L5,¹s­¹
12-282,¸q¬ü,ªÛ³Â¤p³J¨÷,114¤½§J/²°,48,2231.25,114,L5,¹s­¹
12-283,¸q¬ü,­ì¨ı³J¨÷,180g/²°,79,2530,180,L5,¹s­¹
12-284,¸q¬ü,ªÛ³Â³J¨÷,180g/²°,79,2530,180,L5,¹s­¹
12-285,²±­»¬Ã,ºdªG¥©§J¶p,240g/²°,69,2090,240,L5,¹s­¹
12-286,²±­»¬Ã,¤â»s·Î»æªá¥Í¤f¨ı,210g/²°,65,3006.25,210,L5,¹s­¹
12-287,¸q¬ü,·Î»æ¶q³c²°-ªÛ³Â,231g/²°,65,2762.5,231,L5,¹s­¹
12-288,²±­»¬Ã,¤â»s·Î»æ ºñÄ¦,210g/²°,65,3006.25,210,L5,¹s­¹
12-289,²±­»¬Ã,¤â»s·Î»æªÛ³Â,210g/²°,69,3006.25,210,L5,¹s­¹
12-290,¸q¬ü,ª¬¤¸·Î»æ-§ö¤¯,256g/²°,68,2762.5,256,L5,¹s­¹
12-291,¸q¬ü,ª¬¤¸·Î»æ,256g/²°,64,2762.5,256,L5,¹s­¹
12-292,¸q¬ü,·Î»æ¶q³c²°-§ö¤¯,240g/²°,65,2762.5,240,L5,¹s­¹
12-293,¸q¬ü,·Î»æ¶q³c²°-®ü­a,231g/²°,65,2762.5,231,L5,¹s­¹
12-294,¸q¬ü,·Î»æ¶q³c²°-¤û¥¤,231g/²°,65,2762.5,231,L5,¹s­¹
12-295,¸q¬ü,·Î»æ¶q³c²°-ªá¥Í,240g/²°,65,2762.5,240,L5,¹s­¹
12-296,°·±d¤é»x,Áú¦¡ªwµæ¯Ü»æ,192g/¥],49,1890,192,L5,¹s­¹
12-297,°·±d¤é»x,®ü­a¬v¨¡¯Ü»æ,192g/³U,49,1890,192,L5,¹s­¹
12-298,°·±d¤é»x,ªk¦¡»[¨ı¯Ü»æ,192g/³U,49,1890,192,L5,¹s­¹
12-299,«p¼İ,¤T¨¤³¥µæ»æ,192g/¥],49,1872,192,L5,¹s­¹
12-300,³ß¦~¨Ó,½­µæ»æ°®¸gÀÙ¥],150g/²°,59,3059,150,L5,¹s­¹
12-301,ºÖ¸q°a,¯ÂÂA¨Å»æ,200g/²°,79,2193.75,200,L5,¹s­¹
12-302,ºÖ¸q°a,¶ÂªÛ³Â¯Ü»æ,200g/²°,79,2193.75,200,L5,¹s­¹
12-303,ºÖ¸q°a,¬õÄTÁ¡»æ,200g/²°,79,2193.75,200,L5,¹s­¹
12-304,¸q¬ü,ÂA¨ÅÁ¡»æ,240g/²°,69,2400,240,L5,¹s­¹
12-305,¸q¬ü,¬õÄT¾i¥ÍÁ¡»æ,240g/²°,69,2400,240,L5,¹s­¹
12-306,³ß¦~¨Ó,ÂÅºñÄ¦Á¡»æ¶q³c²°,20g+-9%*15¥]/²°,79,2520,300,L5,¹s­¹
12-307,³ß¦~¨Ó,¬õÄTÁ¡»æ¶q³c²°,20g*15¥]/²°,79,2520,300,L5,¹s­¹
12-308,RITZ,ÄR´ş»æ°®®a®x¸¹,300g/²°,89,1732.5,300,L5,¹s­¹
12-309,©ô©ô,¤@©w­n¦Y-»´»¶,70g/²°,24,1237.5,70,L5,¹s­¹
12-310,©ô©ô,¤@©w­n¦Y-­ì¨ı,70g,25,1237.5,70,L5,¹s­¹
12-311,©ô©ô,¤p¤p¶pºî¦X,150g/¥],43,2584,150,L5,¹s­¹
12-312,¦³¥Ğ»s?,¨Å¥®¦ÌªG-­JÅÚ½³,60g/¥],45,1568,60,L5,¹s­¹
12-313,¦³¥Ğ»s?,½­µæ®a±Ú,60g/¥],49,1568,60,L5,¹s­¹
12-314,¦³¥Ğ»s?,¨Å¥®¦ÌªG-¤ôªG,60g/¥],49,1568,60,L5,¹s­¹
12-315,¦³¥Ğ»s?,¨Å¥®¦ÌªG,60g/¥],49,1568,60,L5,¹s­¹
>>>>>>> a50719b160be003ddbad60448ad4b668682f4d25
